articleId,resourcePrimKey,idInstitucion,urlTitle,id_,name,url,description,provider,serviceType,produces,alternateName,address,email,telephone,availableChannel,serviceArea,serviceAudience,serviceOperator,requiresDocumentation,price,paymentMethod,diasdeatencion,tiempoestimado,version,structureId
33965,33967,13655,renuncia-al-descuento-de-ips-servicios-,1820204,Renuncia al descuento de IPS,http://www.hacienda.gov.py,Solicitud de renuncia al descuento de IPS.,Dirección General de Jubilaciones y Pensiones,Pensión y jubilación,Concesión de renuncia al descuento de IPS,-,Iturbe y Simón Bolivar (1a. Ptda) Asunción,jubilaciones@hacienda.gov.py,"595 (21) 417 7000
Call center : 07:30 a 15:00Hs",,Global,Jubilado o pensiondo,http://www.tramitesparaguay.gov.py/renuncia-al-descuento-de-ips/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				- Nota de solicitud de renuncia al descuento de Instituto de Previsión Social (IPS).
			
				X",Sin costo,-,Lunes a Viernes - 07:00 A 13:00 Hs,5 minutos,1.2,11057
33976,33978,13655,traslado-de-lugar-de-pago-servicios-,1820268,Traslado de lugar de pago,http://www.hacienda.gov.py,Solicitud de cambio de lugar de pago de los beneficios por jubilación y/o pensión.,"MINISTERIO DE HACIENDA
Dirección General de Jubilaciones y Pensiones",Pensión y jubilaciones,Cambio de lugar de pago de los beneficios por jubilación y/o pensión.,-,Iturbe y Simón Bolivar (1a. Ptda) - Asunción,jubilaciones@hacienda.gov.py,"595 (21) 493 723 / 449 942
Fax : 595 (21) 441 690",,Global,Jubilado y/o pensionado,http://www.tramitesparaguay.gov.py/traslado-de-lugar-de-pago/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				- Nota solicitando traslado de lugar de pago (con los datos correspondientes)
			
				X",Sin costo,-,lunes a viernes - 07:00 A 13:00 Hs,Una semana,1.3,11057
34426,34428,14790,soluciones-habitacionales-para-compatriotas-repatriados-servicios-,209102,Soluciones habitacionales para compatriotas repatriados,,,,Solicitud de soluciones habitacionales para compatriotas repatriados: viviendas económicas; departamentos; subsidios habitacionales directos. Destinado a las familias de escasos recursos como para acceder a créditos corrientes del mercado financiero.,Solicitud de soluciones habitacionales,,,,,,Territorio Nacional,Compatriotas repatriados,http://www.tramitesparaguay.gov.py/soluciones-habitacionales-para-compatriotas-repatriados/,,,,,,1.2,11057
34441,34443,14790,subsidio-a-traves-del-programa-fonavis-servicios-,1577738,Subsidio a través del programa FONAVIS,http://www.senavitat.gov.py/blog/programas/fonavis/,"El subsidio habitacional directo (SHD) es una ayuda estatal directa, sin cargo de restitución, que se otorga por una sola vez a las personas físicas que sean beneficiarias de los planes de la Secretaría Nacional de la Vivienda y el Hábitat (SENAVITAT). El mismo debe ser destinado a la construcción o a la compra de una vivienda de interés social para la habitación permanente del beneficiario y de su grupo familiar.",Secretaría Nacional de la Vivienda y el Hábitat (SENAVITAT),"El subsidio habitacional directo (SHD) es una ayuda estatal directa, sin cargo de restitución, que se otorga por una sola vez a las personas físicas que sean beneficiarias de los planes de la Secretaría Nacional de la Vivienda y el Hábitat (SENAVITAT). El mismo debe ser destinado a la construcción o a la compra de una vivienda de interés social para la habitación permanente del beneficiario y de su grupo familiar.",Subsidio habitacional directo,-,Independencia Nacional y Manuel Dominguez - Asunción,-,595 (21) 444 340,,Territorio Nacional,Ciudadanía,http://www.tramitesparaguay.gov.py/subsidio-a-traves-del-programa-fonavis/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				Cédula de identidad vigente del solicitante y de su pareja
			
				 
			
				   X
			
				 
		
		
			
				Certificado de matrimonio o de concubinato
			
				X
			
				 
			
				 
		
		
			
				Certificado de nacimiento de los hijos
			
				X
			
				 
			
				 
		
		
			
				Certificado de no poseer inmueble
			
				X
			
				 
			
				 
		
		
			
				Certificado de trabajo
			
				X
			
				 
			
				 
		
		
			
				Título de Propiedad (en el caso de que sea para construcción).",Sin costo,-,Lunes a viernes - 07:00 a 14:00 Hs.,3 meses aproximadamente,1.8,11057
34466,34468,13655,certificado-de-cumplimiento-tributario-servicios-,1820147,Certificado de cumplimiento tributario,http://www. set.gov.py,Entrega al contribuyente del Certificado que avala el cumplimiento de sus obligaciones formales ante la Administración tributaria.,"MINISTERIO DE HACIENDA

Secretaría de Estado de Tributación (SET)
DIRECCION GENERAL DE RECAUDACION - DEPARTAMENTO DE RECAUDACIÓN","Certificado, Antecedentes, Constancias",Certificado,-,Yegros y Presidente Franco - Asunción. Y en las oficinas regionales del país.,consultas@set.gov.py,"595 (21) 417 7000
Call center : 07:30 a 15:00Hs",,Nacional,El contribuyente,http://www.tramitesparaguay.gov.py/certificado-de-cumplimiento-tributario/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				- Presentar cédula de identidad vigente del contribuyente o representante legal si el trámite es iniciado por un tercero.
			
				X
			
				 
			
				 
		
		
			
				- Cédula de identidad vigente del contribuyente o representante legal si el trámite es iniciado por un tercero.
			
				 
			
				X",Sin costo,-,Lunes a viernes - 07:00 A 13:00 Hs / Ventanilla,5 minutos,1.2,11057
34494,34496,13655,constancia-de-no-ser-contribuyente-servicios-,1820143,Constancia de no ser contribuyente,http://www.set.gov.py,Solicitud de constancia de no estar registrado en la administración tributaria y por ende no sujeto a contribución o impuesto alguno.,"MINISTERIO DE HACIENDA

Secretaría de Estado de Tributación (SET)

DIRECCION GENERAL DE RECAUDACION - DEPARTAMENTO DE RECAUDACIÓN","Certificados, Antecedentes, Constancias",Entrega de constancia de no estar registrado en la administración tributaria,-,"Yegros y Pte.Franco - Asunción
O en las oficinas impositivas de todo el País",consultas@set.gov.py,"595 (21) 417 7000
CALL CENTER: - 07:30 a 15:00Hs.",,Nacional,Ciudadanía,http://www.tramitesparaguay.gov.py/constancia-de-no-ser-contribuyente/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				- Presentar Cédula de identidad vigente o documentación oficial que pruebe la identidad.
			
				X
			
				 
			
				 
		
		
			
				- Cédula de Identidad vigente o documentación oficial que pruebe la identidad
			
				 
			
				X",Sin costo,-,Lunes a Viernes - 07:00 A 13:30 Hs  / Call center : 07:30 a 15:00Hs.,5 minutos,1.4,11057
34511,34513,13636,legalizacion-de-certificado-de-control-pecuario-servcios-,1343587,Legalización de certificado de control pecuario (servicios),www.mre.gov.py,Certificación de la firma del funcionario autorizado del Ministerio de Agricultura y Ganadería,"MINISTERIO DE RELACIONES EXTERIORES
Dirección de Legalizaciones
SERVICIO DE ATENCIÓN AL PÚBLICO",Consiste en certificar la firma del funcionario autorizado del Ministerio de Agricultura y Ganadería,Certificar la firma,-,Palma y 14 de Mayo - Edif. Bancopar / Asunción,legalizaciones@mre.gov.py,595 (21) 443 779,,Territorio Nacional,,,,1 jornal mínimo vigente,-,Lunes a viernes - 07:30 a 12:00 Hs. - Hasta las 15:00 Hs. para retirar la documentación,En el día,1.4,11057
34525,34527,13636,legalizacion-de-certificado-de-defuncion-por-bioestadistica-servicio-1,588294,Legalización de certificado de defunción por bioestadística,www.mre.gov.py,Certificación de la firma del funcionario autorizado del Ministerio de Salud Pública y Bienestar Social.,"MINISTERIO DE RELACIONES EXTERIORES
Dirección de Legalizaciones
SERVICIO DE ATENCIÓN AL PÚBLICO",Consiste en certificar la firma del funcionario autorizado del Ministerio de Salud Pública y Bienestar Social.,Certificados,-,Palma y 14 de Mayo - Edif. Bancopar / Asunción,legalizaciones@mre.gov.py,595 (21) 443 779,,Territorio Nacional,CIudadanía,http://www.tramitesparaguay.gov.py/legalizacion-de-certificado-de-defuncion-por-bioestadistica/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				Certificado de defunción por bioestadística
			
				    X",1 jornal mínimo vigente,-,Lunes a viernes - 07:30 a 12:00 Hs. - Hasta las 15:00 Hs. para retirar la documentación,En el día,1.2,11057
34543,34545,13655,consultas-de-contribuyentes-servicios-,1820135,Consultas de contribuyentes,http://www. set.gov.py,Servicio de atención ciudadana en general con el fin de facilitarles las informaciones necesarias para el cumplimiento de las obligaciones tributarias.,"MINISTERIO DE HACIENDA

Secretaría de Estado de Tributación (SET)

DEPARTAMENTO DE ORIENTACION Y ASISTENCIA AL CONTRIBUYENTE - DIRECCION DE APOYO",Consultas y reclamos,Informaciones generales para el cumplimiento de las obligaciones tributarias.,-,"Yegros y Presidente Franco - Asunción
Y en la Oficinas regionales del país.",consultas@set.gov.py,595 (21) 417 7000,,Nacional,Interesado solicitante,http://www.tramitesparaguay.gov.py/consultas-de-contribuyentes/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				- Cédula de Identidad vigente del solicitante.
			
				X
			
				 
			
				 
		
		
			
				- Cédula de Identidad vigente del solicitante.
			
				 
			
				X",Sin costo,-,Lunes a Viernes - 07:00 A 13:00 Hs,30 minutos,1.4,11057
34554,34556,13636,legalizacion-de-certificado-de-donacion-servicio-1,563973,Legalización de certificado de donación,www.mre.gov.py,Solicitud de autenticación  de la firma del funcionario autorizado del Ministerio de Industria y Comercio,"MINISTERIO DE RELACIONES EXTERIORES
Dirección de Legalizaciones
SERVICIO DE ATENCIÓN AL PÚBLICO",Consiste en autenticar la firma del funcionario autorizado del Ministerio de Industria y Comercio.,Autenticación,-,Palma y 14 de Mayo - Edif. Bancopar / Asunción,legalizaciones@mre.gov.py,595 (21) 443 779,,Territorio Nacional,Ciudadanía,http://www.tramitesparaguay.gov.py/legalizacion-de-certificado-de-donacion/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				Certificado de Donación
			
				    x",1 jornal mínimo vigente,-,Lunes a viernes - 07:30 a 12:00 Hs. - Hasta las 15:00 Hs. para retirar la documentación,En el día,1.2,11057
34581,34583,13636,legalizacion-de-certificado-de-emision-de-acciones-servicio-1,203811,Legalización de certificado de emisión de acciones,,,,Consiste en certificar firma del funcionario autorizado del Ministerio de Justicia y Trabajo.,Certificado,,,,,,Teritorio Nacional,Ciudadanía,http://www.tramitesparaguay.gov.py/legalizacion-de-certificado-de-emision-de-acciones/,,,,,,1.1,11057
34594,34596,13636,legalizacion-de-certificado-de-estudios-servicio-1,563944,Legalización de certificado de estudios,www.mre.gov.py,Certificación de la firma del funcionario autorizado del Ministerio de Educación y Cultura,"Ministerio de Relaciones Exteriores, Dirección de Legalizaciones - SERVICIO DE ATENCIÓN AL PÚBLICO",Consiste en certificar la firma del funcionario autorizado del Ministerio de Educación y Cultura.,Certificados,-,Palma y 14 de Mayo - Edif. Bancopar / Asunción,legalizaciones@mre.gov.py,595 (21) 443 779,,Territorio Nacional,CIudadanía,http://www.tramitesparaguay.gov.py/legalizacion-de-certificado-de-estudios/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				Certificado de estudio legalizado por el Ministerio de Educación y Cultura
			
				   x",1 jornal mínimo vigente,-,Lunes a viernes - 07:30 a 12:00 Hs. - Hasta las 15:00 Hs. para retirar la documentación,En el día,1.3,11057
34606,34608,13655,inscripcion-en-el-registro-unico-de-contribuyentes-servicios-,1819936,Inscripción en el registro único de contribuyentes,http://www.set.gov.py,Solicitud de inscripción al Registro Único de Contribuyentes (RUC) que autoriza realizar actividades económicas en el territorio nacional.,"MINISTERIO DE HACIENDA / Secretaría de Estado de Tributación (SET)

DIRECCION GENERAL DE RECAUDACION - DEPARTAMENTO DE RECAUDACIÓN  /",Registro,Registro Único de Contribuyentes (RUC),-,Yegros y Pte.Franco. Y en las oficinas Regionales del todo el País.,consultas@set.gov.py,Call Center: 417 70 00,,Nacional,Contribuyente,http://www.tramitesparaguay.gov.py/inscripcion-en-el-registro-unico-de-contribuyentes/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				A Personas Físicas:
			
				 
			
				 
			
				 
		
		
			
				- Presentar Cédula de identidad vigente del interesado
			
				X
			
				 
			
				 
		
		
			
				- Cédula de identidad vigente del interesado
			
				 
			
				X
			
				 
		
		
			
				- Factura de un servicio básico (ANDE, ESSAP o COPACO)
			
				 
			
				X
			
				 
		
		
			
				A Personas Jurídicas:
			
				 
			
				 
			
				 
		
		
			
				- Presentar Cédula de Identidad del Representante Legal
			
				X
			
				 
			
				 
		
		
			
				- Presentar Cédula de Identidad del Representante Legal
			
				 
			
				X
			
				 
		
		
			
				- Escritura de Constitución de la Sociedad, inscrita en el Registro Público de Comercio.
			
				 
			
				 
			
				X",Sin costo,-,Lunes a Viernes - 07:00 A 13:00 Hs,15 minutos,1.2,11057
34617,34619,13636,legalizacion-de-certificado-de-exportacion-de-armas-servicio-1,203827,Legalización de certificado de exportación de armas,,,,Consiste en certificarla firma del funcionario autorizado del Ministerio de Defensa Nacional.,Certificados,,,,,,Territorio Nacional,Ciudadanía,http://www.tramitesparaguay.gov.py/legalizacion-de-certificado-de-exportacion-de-armas/,,,,,,1.1,11057
34628,34630,13655,reclamos-quejas-y-sugerencias-servicios-,1819943,"Reclamos, quejas y sugerencias",http://www.set.gov.py,"Recepción de las quejas, reclamos y sugerencias, referentes a aspectos tributarios.","MINISTERIO DE HACIENDA

Secretaría de Estado de Tributación (SET)","Consultas, reclamos","Recepción de las quejas, reclamos y sugerencias",-,Yegros y Presidente Franco - Asunción. Y en las oficinas regionales del país.,sugerencia@set.gov.py,595 (21) 417 7000,,Nacional,Ciudadanía,http://www.tramitesparaguay.gov.py/reclamos-quejas-y-sugerencias/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				- Nota de reclamación o de consulta
			
				X
			
				 
			
				 
		
		
			
				- Cédula de identidad vigente del contribuyente o documento asimilados asimilados : Pasaporte y/o Carnet de migraciones.
			
				 
			
				X",Sin costo,-,Lunes a Viernes - 07:00 A 13:00 Hs  / Call center : 07:30 a 15:00Hs.,30 minutos,1.3,11057
34645,34647,13537,disolucion-de-fundaciones-asociaciones-ong-s-y-otras-entidades-sin-fines-de-lucro-servicios-,463658,"Disolución de fundaciones, asociaciones, ONG y otras entidades sin fines de lucro.",www.mdi.gov.py,Solicitud de promulgación de un Decreto de disolución de estatutos de emtidades sin fines de lucro,"Ministerio del Interior, Oficina Centra del Ministerio del Interior - Asesoría Jurídica","Solicitud de promulgación de un Decreto de disolución de estatutos de fundaciones, asociaciones, ONG y otras entidades sin fines de lucro.",Decreto de disolución,-,Chile y Manduvira - 2º piso / Asunción,-,595 (021) 415 22 69,,Territorio Nacional,"Fundaciones, asociaciones, ONG y otras entidades sin fines de lucro.",http://www.tramitesparaguay.gov.py/disolucion-de-fundaciones-asociaciones-ongs-y-otras-entidades-sin-fines-de-lucro/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				Nota de solicitud dirigida al Ministro, bajo patrocinio de un abogado, solicitando la disolución respectiva
			
				X
			
				 
			
				 
		
		
			
				 Estatuto Social vigente
			
				 
			
				 
			
				X
		
		
			
				Decreto del Poder Ejecutivo de reconocimiento de la Personería Jurídica de la entidad
			
				 
			
				 
			
				X
		
		
			
				Acta de la última Asamblea Ordinaria de la entidad
			
				 
			
				 
			
				X
		
		
			
				Acta de la Asamblea Extraordinaria en la cual se aprueba la disolución de la entidad
			
				 
			
				 
			
				X
		
		
			
				Listado de socios asistentes que acredite el cumplimiento del quórum, el poder votante y el asentimiento de las 3/4 partes de los Asociados, exigida en el Código Civil
			
				X
			
				 
			
				 
		
		
			
				Certificado de Cumplimiento Tributario expedido por el Ministerio de Hacienda
			
				 
			
				 
			
				X
		
		
			
				Recibo que acredite el pago del arancel correspondiente
			
				X
			
				 
			
				 
		
		
			
				Certificado de Cumplimiento Tributario expedido por el Ministerio de Hacienda
			
				X
			
				 
			
				 
		
		
			
				Recibo que acredite el pago del arancel correspondiente.
			
				X",Gs. 384.791,-,Lunes a viernes - 07:00 a 15:00 Hs.,30 a 90 días,1.3,11057
34660,34662,13636,legalizacion-de-certificado-de-habilitacion-zoosanitario-y-control-de-calidad-servicio-1,570527,Legalización de certificado de habilitación zoosanitario y control de calidad,www.mre.gov.py,Certificación de la firma del funcionario autorizado del Ministerio de Agricultura y Ganadería,"Ministerio de Relaciones Exteriores, Dirección de Legalizaciones",Consiste en certificar la firma del funcionario autorizado del ministerio de agricultura y ganadería.,Certificados,-,Palma y 14 de Mayo - Edif. Bancopar / Asunción,legalizaciones@mre.gov.py,595 (21) 443 779,,Territorio Nacional,ciudadanía,http://www.tramitesparaguay.gov.py/legalizacion-de-certificado-de-habilitacion-zoosanitario-y-control-de-calidad/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				Certificado de habilitación zoosanitario y control de calidad
			
				   X",1 jornales mínimo vigente,-,Lunes a viernes - 07:30 a 12:00 Hs. - Hasta las 15:00 Hs. para retirar la documentación,En el día,1.2,11057
34680,34682,13655,solicitud-de-clave-de-acceso-confidencial-de-usuarios-servicios-,1820010,Clave de acceso confidencial de usuarios,http://www. set.gov.py,"Solicitud realizada para la obtención de una clave de acceso confidencial de usuario, proveída por la SET, herramienta a través de la cual se puede visualizar los datos de la persona, tales como su identificador RUC, su situación de Cuenta Corriente, los pagos efectuados, las deudas pendientes, así como la presentación de las Declaraciones Juradas.","MINISTERIO DE HACIENDA

Dirección General de Jubilaciones y Pensiones",Tributación,Clave de acceso confidencial de usuario,-,Yegros y Presidente Franco - Asunción / y en las oficinas regionales del país.,SD,595 (21) 417 7000,,Global,Contribuyente,http://www.tramitesparaguay.gov.py/solicitud-de-clave-de-acceso-confidencial-de-usuarios/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				- Cedula de identidad vigente del contribuyente
			
				 
			
				X
			
				 
		
		
			
				- Datos del Correo electrónico del contribuyente
			
				X",Sin costo,-,Lunes a Viernes - 07:00 A 13:00 Hs -ventanilla,5 minutos,1.5,11057
34691,34693,13636,legalizacion-de-certificado-de-idoneidad-servicio-1,150245,Legalización de Certificado de idoneidad,,,,Consiste en certificar la firma del funcionario autorizado de la dirección transporte terrestre.,Certificados,,,,,,Territorio Nacional,Ciudadanía,http://www.tramitesparaguay.gov.py/legalizacion-de-certificado-de-idoneidad/,,,,,,1.3,11057
34747,34749,13817,abrigos-transitorios-por-ordenes-judiciales-servicios-,1851875,Abrigo transitorio por orden judicial,http://ministeriodejusticia.gov.py/,"Asistencia y atención a las necesidades más elementales a niños en situación de vulnerabilidad. La solicitud de intervención urgente puede emanar de la Fiscalía, la Defensoría del pueblo y/o de la Secretaria de la Niñez.",MINISTERIO DE JUSTICIA / Viceministerio de Política criminal,"Familia, mujer, niñez",Atención y protección a niños en situación de vulnerabilidad,-,Calle Estados Unidos y Gaspar Rodriguez de Francia / Asunción.,SD,595 (21) 493 209,,Nacional,Atención y protección brindada a niños/as en situación de vulnerabilidad,http://www.tramitesparaguay.gov.py/abrigos-transitorios-por-ordenes-judiciales/,"<th style=""
                        font-family:Arial, sans-serif;
                        font-size:14px;font-weight:bold;
                        padding:8px 5px;
                        border-style:solid;border-width:1px;
                        overflow:hidden;word-break:normal;border-color:#999;
                        color:#fff;background-color:#7f8c8d; text-align: center; width:500px; "">
				Nombre
			<th style=""
                       font-family:Arial, sans-serif;
                        font-size:14px;font-weight:bold;
                         padding:8px 5px;
                        border-style:solid;border-width:1px;
                        overflow:hidden;word-break:normal;border-color:#999;
                        color:#fff;background-color:#7f8c8d; text-align: center; width:55px;"">
				Orignal
			<th style=""
                        font-family:Arial, sans-serif;
                        font-size:14px;font-weight:bold;
                         padding:8px 5px;
                        border-style:solid;border-width:1px;
                        overflow:hidden;word-break:normal;border-color:#999;
                        color:#fff;background-color:#7f8c8d; text-align: center; width:68px;"">
				Fotocopia
				Simple
			<th style=""
                          font-family:Arial, sans-serif;
                        font-size:14px;font-weight:bold;
                         padding:8px 5px;
                        border-style:solid;border-width:1px;
                        overflow:hidden;word-break:normal;border-color:#999;
                        color:#fff;background-color:#7f8c8d; text-align: center; width:78px;"">
				Fotocopia
				Autenticada
		
		
			
				- Orden Judicial para el ingreso y/o egreso de los niños al albergue
			
				X
			
				 
			
				 
		
		
			
				- Estudio médico y documentos personales del niños (si lo tuviere).
			
				X",Sin costo,-,Lunes a Viernes - 07:00 a 15:00 Hs.,,2.3,11057
34775,34777,13817,anulacion-de-actas-servicios-,1851887,Anulación de actas,http://www.registrocivil.gov.py,"Inscripción la orden de anulación en el Libro de Registro de nacimiento, matrimonio, defunción.","MINISTERIO DE JUSTICIA Y DE DERECHOS HUMANOS /
Dirección General del Registro del estado civil de las personas",Registros del estado civil de las personas: inscripciones,Inscripción de la orden de Anulación en el Libro de Registro civil de las personas,-,Concepción e/ Cedro y Lapacho - Barrio Hipódromo / Asunción,SD,"595 (21) 560 400 / 06
Fax : 595 (21) 560 400 / 06 - Int 218",,Nacional,Ciudadanía,http://www.tramitesparaguay.gov.py/anulacion-de-actas/,"<th style=""
                        font-family:Arial, sans-serif;
                        font-size:14px;font-weight:bold;
                        padding:8px 5px;
                        border-style:solid;border-width:1px;
                        overflow:hidden;word-break:normal;border-color:#999;
                        color:#fff;background-color:#7f8c8d; text-align: center; width:500px; "">
				Nombre
			<th style=""
                       font-family:Arial, sans-serif;
                        font-size:14px;font-weight:bold;
                         padding:8px 5px;
                        border-style:solid;border-width:1px;
                        overflow:hidden;word-break:normal;border-color:#999;
                        color:#fff;background-color:#7f8c8d; text-align: center; width:55px;"">
				Orignal
			<th style=""
                        font-family:Arial, sans-serif;
                        font-size:14px;font-weight:bold;
                         padding:8px 5px;
                        border-style:solid;border-width:1px;
                        overflow:hidden;word-break:normal;border-color:#999;
                        color:#fff;background-color:#7f8c8d; text-align: center; width:68px;"">
				Fotocopia
				Simple
			<th style=""
                          font-family:Arial, sans-serif;
                        font-size:14px;font-weight:bold;
                         padding:8px 5px;
                        border-style:solid;border-width:1px;
                        overflow:hidden;word-break:normal;border-color:#999;
                        color:#fff;background-color:#7f8c8d; text-align: center; width:78px;"">
				Fotocopia
				Autenticada
		
		
			
				- Oficio judicial.
			
				X
			
				 
			
				 
		
		
			
				- Sentencia autenticada por el actuario judicial
			
				 
			
				 
			
				X
		
		
			
				- Cedula de Identidad del solicitante.
			
				 
			
				X
			
				 
		
		
			
				- Estampillas.
			
				X",- Estampilla de Gs.6.400 según (Decreto vigente y sus modificaciones y ampliaciones).,-,Lunes a viernes - 07:00 a 14:00 Hs.,20 días,1.3,11057
34787,34789,13852,habilitacion-de-empresas-distribuidora-de-combustibles-liquidos-servicio-,1343100,Habilitación de empresas distribuidoras de combustibles líquidos,http://www.mic.gov.py,Solicitud de habilitación de la empresas distribuidoras de combustibles líquidos,"MINISTERIO DE INDUSTRIA Y COMERCIO -
Dependencia:
Dirección General de Combustibles -
Área:
DIRECCIÓN DE COMBUSTIBLES LÍQUIDOS",Solicitud de habilitación de la empresas distribuidoras de combustibles líquidos,Habilitación,,Avda. Mariscal López 3333 y Dr. Weiss / Asunción,SD,"595 (21) 616 3079
Fax: 595 (21) 616 3070",El trámite es personal cuando éste puede ser realizado por el solicitante o por el representante legal.,Todo ciudadano,Territorio Nacional,http://www.tramitesparaguay.gov.py/habilitacion-de-empresas-distribuidora-de-combustibles-liquidos/#dondeSeRealiza,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				- Solicitud dirigida al ministro de industria y comercio firmada por el presidente o apoderado debidamente autorizado
			
				X
			
				 
			
				 
		
		
			
				- Cédula de Identidad vigente de los dirigentes de la empresa
			
				 
			
				 
			
				X
		
		
			
				- RUC
			
				 
			
				 
			
				X
		
		
			
				- Certificado de cumplimiento tributario
			
				X
			
				 
			
				 
		
		
			
				- Estatutos Sociales y sus modificaciones con un capital mínimo totalmente integrado equivalente a 8500 salarios mensuales mínimos.
			
				 
			
				 
			
				X
		
		
			
				- Nota del proveedor indicando fuentes de abastecimiento interno y/o externo
			
				X
			
				 
			
				 
		
		
			
				- Titulo de propiedad o contrato de alquiler de la Flota de camiones cisternas de la empresa distribuidora o de sus estaciones.
			
				 
			
				 
			
				X
		
		
			
				Otros requisitos: 
		
		
			
				- En el momento de la habilitación de la distribuidora por parte del Ministerio de Industria y Comercio, contar con una red de 40 (cuarenta) estaciones de servicios habilitados para operar bajo su emblema.
			
				 
			
				 
			
				 
		
		
			
				-Sistema de respuesta a emergencia, propio o contratado.
			
				 
			
				 
			
				 
		
		
			
				-Servicios mecánicos propios o contratados para el mantenimiento de surtidores y tanques.
			
				 
			
				 
			
				 
		
		
			
				- Control de calidad de los combustibles, propio o contratado.
			
				 
			
				 
			
				 
		
		
			
				-Flota de camiones cisternas de la empresa distribuidora o de sus estaciones o contratado de terceros.",7 jornales mínimos,-,Lunes a viernes - 07:00 a 15:00 hs  Horarios de atención : Mesa de entrada: de 07:00 a 15:00Hs. para iniciar los trámites Excepcionalmente: hasta las 19:00Hs. para completar el expediente.,30 días,1.9,11057
34796,34798,13817,comparecencia,1166386,Comparecencia,,"Por orden judicial se presenta el Acusado ante el juzgado correspondiente a la citación, para solicitar una medida de seguridad o alguna conciliación entre partes.","MINISTERIO DE JUSTICIA Y DE DERECHOS HUMANOS /
Dirección General de Establecimientos Penitenciarios y Centros Educativos",,,-,Calle Estados Unidos entre Rca. de Colombia y Av. Gaspar Rodriguez de Francia / Asunción,,595 (21) 450 519 / 458 189,,,,,,Sin costo,-,Lunes a viernes - 07:00 a 18:00 Hs.,2 Horas,1.3,11057
